ID;PROP_ID;COMP_ID;IdealGasEnthalpyOfFormationA;IdealGasEnthalpyOfFormationB;IdealGasEnthalpyOfFormationC;IdealGasEnthalpyOfFormationTmin;IdealGasEnthalpyOfFormationTmax;IdealGasEnthalpyOfFormation@298
33411;2379;33414;-116691;-206.58;0.1123;298;1000;-168300
33412;1996;33415;-631763;-125.94;9.7452998E-2;298;1000;-660650
33413;1104;33416;99103;-64.303001;3.3399999E-2;298;1000;82900
33414;11112;33417;-12321;-12321;-12321;-12321;-12321;-12321
33415;7415;33418;-12321;-12321;-12321;-12321;-12321;-12321
33416;6569;33419;-12321;-12321;-12321;-12321;-12321;-12321
33417;381;33420;123022;-52.613998;0.029973;298;1000;110000
33418;11423;33421;-12321;-12321;-12321;-12321;-12321;-12321
33419;11172;33422;-12321;-12321;-12321;-12321;-12321;-12321
33420;110;33423;-63383;-42.512001;0.017525;298;1000;-74500
33421;2809;33424;-194896;-217.03;0.11366;298;1000;-249500
33422;2788;33425;-73970;-202.14;0.10741;298;1000;-124690
33423;3133;33426;-208565;-246.86;0.13203;298;1000;-270430
33424;3394;33427;-225661;-259.79001;0.13823;298;1000;-290830
33425;3856;33428;-241805;-278.95999;0.14856;298;1000;-311770
33426;4000;33429;-257121;-300.66;0.16113999;298;1000;-332440
33427;4103;33430;-273854;-316.16;0.16883001;298;1000;-353110
33428;4179;33431;-290268;-334.76001;0.17895;298;1000;-374170
33429;5413;33432;-12321;-12321;-12321;-12321;-12321;-682750
33430;4253;33433;-305299;-356.26001;0.192;298;1000;-394450
33431;5412;33434;-12321;-12321;-12321;-12321;-12321;-703200
33432;4337;33435;-321262;-375.26999;0.20281;298;1000;-415120
33433;4414;33436;-337151;-394.48001;0.21346;298;1000;-435790
33434;242;33437;-65942;-69.404999;0.031891;298;1000;-83800
33435;159;33438;228044;1.5754;-3.5319999E-3;298;1000;228200
33436;4486;33439;-352999;-413.87;0.22426;298;1000;-456460
33437;4538;33440;-369718;-427.78;0.23052999;298;1000;-476770
33438;4567;33441;-385633;-446.76999;0.24106;298;1000;-497410
33439;4592;33442;-401549;-465.76001;0.2516;298;1000;-518050
33440;4618;33443;-417464;-484.75;0.26214001;298;1000;-538690
33441;4642;33444;-433379;-503.73999;0.27268001;298;1000;-559330
33442;4665;33445;-449294;-522.72998;0.28321001;298;1000;-579970
33443;4688;33446;-465209;-541.71997;0.29374999;298;1000;-600610
33444;4712;33447;-481124;-560.71002;0.30429;298;1000;-621250
33445;4732;33448;-497040;-579.70001;0.31483001;298;1000;-641890
33446;214;33449;63654;-43.252998;0.019599;298;1000;52500
33447;369;33450;-81435;-91.358002;4.4695001E-2;298;1000;-104700
33448;4751;33451;-512955;-598.69;0.32536;298;1000;-662530
33449;5598;33452;-528870;-617.66998;0.33590001;298;1000;-683170
33450;4791;33453;-544785;-636.65997;0.34643999;298;1000;-703810
33451;5599;33454;-560700;-655.65002;0.35698;298;1000;-724450
33452;5600;33455;-576615;-674.64001;0.36750999;298;1000;-745090
33453;5601;33456;-592530;-693.63;0.37805;298;1000;-765730
33454;5602;33457;-608446;-712.62;0.38859001;298;1000;-786370
33455;5603;33458;-624361;-731.60999;0.39912999;298;1000;-807010
33456;5604;33459;-640276;-750.59998;0.40966001;298;1000;-827650
33457;5605;33460;-656191;-769.59003;0.42019999;298;1000;-848290
33458;321;33461;36342;-64.910004;3.0495999E-2;298;1000;19700
33459;606;33462;-100260;-104.55;0.052102;298;1000;-126800
33460;5606;33463;-672106;-788.57001;0.43074;298;1000;-868930
33461;512;33464;20394;-81.863998;3.9526999E-2;298;1000;-500
33462;1001;33465;-114752;-127.13;6.5863997E-2;298;1000;-146800
33463;838;33466;4199;-100.43;0.049998;298;1000;-21300
33464;1403;33467;-130422;-144.69;7.4952997E-2;298;1000;-166900
33465;1235;33468;-11759;-119.48;6.0543999E-2;298;1000;-42000
33466;1104;33469;99103;-64.303001;3.3399999E-2;298;1000;82900
33467;1803;33470;-146781;-162.83;8.4697001E-2;298;1000;-187800
33468;1697;33471;-27760;-138.78999;7.1330003E-2;298;1000;-62800
33469;2157;33472;-163204;-181.10001;9.4469003E-2;298;1000;-208800
33470;2035;33473;-43736;-158.19;0.08213;298;1000;-83600
33471;2484;33474;-178982;-198.81;0.1038;298;1000;-229030
33472;2456;33475;-59324;-177.53999;0.092891;298;1000;-104000
33473;5043;33476;-12321;-12321;-12321;0;5000;-12321
33474;5044;33477;-12321;-12321;-12321;-12321;-12321;-12321
33475;5045;33478;-12321;-12321;-12321;-12321;-12321;-12321
33476;5046;33479;-12321;-12321;-12321;-12321;-12321;-12321
33477;5047;33480;-12321;-12321;-12321;-12321;-12321;-12321
33478;5040;33481;-12321;-12321;-12321;0;5000;-12321
33479;5041;33482;-12321;-12321;-12321;-12321;-12321;-12321
33480;2755;33483;20489;-201.35001;0.1231;298;1000;-28600
33481;2764;33484;-205821;-209.78;0.12788001;298;1000;-257000
33482;5462;33485;-12321;-12321;-12321;-12321;-12321;-446490
33483;5387;33486;-12321;-12321;-12321;-12321;-12321;-12321
33484;5032;33487;714045;11.2101;-5.6460002E-3;298.14999;1500;5035
33485;122;33488;-393882;1.9102;-0.002106;298;1000;-393500
33486;123;33489;137487;-82.322998;0.042592;388;718;117100
33487;120;33490;-112562;9.2552996;-7.8429999E-3;298;1000;-110500
33488;5037;33491;-12321;-12321;-12321;-12321;-12321;-12321
33489;5038;33492;-12321;-12321;-12321;-12321;-12321;-12321
33490;5039;33493;-12321;-12321;-12321;-12321;-12321;-12321
33491;7;33494;12019;14.986;-0.001014;333;1000;79500
33492;2;33495;-99537;13.17;-2.1329999E-3;298;1000;-95800
33493;91;33496;-931049;-10.833;8.7649999E-3;298;1000;-933500
33494;118;33497;131378;38.236;-0.013882;458;1000;267900
33495;5379;33498;-238410;-12.256;2.7660001E-3;298.14999;1000;-241818.28
33496;90;33499;-638194;-7.6399002;4.1860002E-3;298;1000;-640100
33497;121;33500;-128195;-40.949001;2.1260001E-2;388;718;-138300
33498;1229;33501;-81923;-167.84;9.6331999E-2;298;1000;-123400
33499;1151;33502;26913;-127.97;7.0223004E-2;298;1000;-5000
33500;5064;33503;-12321;-12321;-12321;0;5000;-12321
33501;5065;33504;-12321;-12321;-12321;-12321;-12321;-12321
33502;5066;33505;-12321;-12321;-12321;-12321;-12321;-12321
33503;5067;33506;-12321;-12321;-12321;-12321;-12321;-12321
33504;5068;33507;-12321;-12321;-12321;-12321;-12321;-12321
33505;127;33508;-1123619;-0.98848999;0.010282;298;1000;-1123000
33506;206;33509;-736248;-38.001999;0.022255;298;1000;-745600
33507;7717;33510;-12321;-12321;-12321;-12321;-12321;-12321
33508;20008;33511;-12321;-12321;-12321;-12321;-12321;-485760
33509;5055;33512;-12321;-12321;-12321;0;5000;-12321
33510;5054;33513;-12321;-12321;-12321;-12321;-12321;-12321
33511;5057;33514;-12321;-12321;-12321;-12321;-12321;-12321
33512;5048;33515;-12321;-12321;-12321;-12321;-12321;-12321
33513;5056;33516;-12321;-12321;-12321;-12321;-12321;-12321
33514;5051;33517;-12321;-12321;-12321;-12321;-12321;-12321
33515;5050;33518;-12321;-12321;-12321;-12321;-12321;-12321
33516;197;33519;-182568;-33.258999;1.6697001E-2;298;1000;-191000
33517;198;33520;-426787;-33.952999;0.019242;298;1000;-435200
33518;172;33521;-241152;-18;0.010332;298;1000;-245600
33519;93;33522;-478310;-18.341;0.011005;298;1000;-482800
33520;5492;33523;-12321;-12321;-12321;-12321;-12321;-12321
33521;15;33524;-258344;-28.792;0.013824;298;1000;-265700
33522;95;33525;-100746;-9.3959999;7.2860001E-3;298;1000;-102900
33523;5361;33526;-12321;-12321;-12321;-12321;-12321;-204000
33524;127;33527;-1123619;-0.98848999;0.010282;298;1000;-1123000
33525;82;33528;35709;-32.124001;0.014266;298;1000;27400
33526;5052;33529;-12321;-12321;-12321;-12321;-12321;-12321
33527;126;33530;-507324;6.4092002;0.000149;298;1000;-505400
33528;8;33531;-703430;-4.3024001;5.7720002E-3;298;1000;-704200
33529;5564;33532;-12321;-12321;-12321;-12321;-12321;-12321
33530;5061;33533;-12321;-12321;-12321;0;5000;-12321
33531;5062;33534;-12321;-12321;-12321;-12321;-12321;-12321
33532;5063;33535;-12321;-12321;-12321;-12321;-12321;-12321
33533;4276;33536;294836;-103.4;6.5167002E-2;298;1000;269800
33534;596;33537;-731569;-37.768002;0.031831;298;1000;-740000
33535;1141;33538;-1374383;-65.287003;4.3285999E-2;298;1000;-1390000
33536;122;33539;-393882;1.9102;-0.002106;298;1000;-393500
33537;19974;33540;-12321;-12321;-12321;-12321;-12321;-677591.69
33538;5609;33541;-12321;-12321;-12321;-12321;-12321;-12321
33539;5058;33542;-12321;-12321;-12321;0;5000;-12321
33540;5059;33543;-12321;-12321;-12321;-12321;-12321;-12321
33541;5060;33544;-12321;-12321;-12321;-12321;-12321;-12321
33542;5042;33545;-12321;-12321;-12321;-12321;-12321;-12321
33543;5069;33546;-12321;-12321;-12321;0;5000;-12321
33544;5073;33547;-12321;-12321;-12321;-12321;-12321;-12321
33545;5526;33548;-12321;-12321;-12321;-12321;-12321;-12321
33546;5541;33549;-12321;-12321;-12321;-12321;-12321;-12321
33547;2314;33550;35148;-124.08;6.5766998E-2;298;1000;4000
33548;2345;33551;-49805;-115.22;6.4776003E-2;298;1000;-78400
33549;5072;33552;-12321;-12321;-12321;-12321;-12321;-12321
33550;5070;33553;-12321;-12321;-12321;-12321;-12321;-12321
33551;5071;33554;-12321;-12321;-12321;-12321;-12321;-12321
33552;258;33555;304702;16.165001;-6.9889999E-3;298;1000;308900
33553;5035;33556;-12321;-12321;-12321;-12321;-12321;-12321
33554;9;33557;130082;8.0234003;-0.003089;298;1000;132200
33555;5036;33558;-12321;-12321;-12321;-12321;-12321;-12321
33556;511;33559;55324;-106.68;5.4916002E-2;298;1000;28400
33557;89;33560;173355;-65.82;3.3399001E-2;298;1000;156700
33558;2787;33561;-90055;-259.64001;0.14812;298;1000;-154300
33559;3374;33562;-152947;-312.82999;0.1802;298;1000;-230200
33560;4466;33563;-338427;-525.59998;0.30851001;298;1000;-467710
33561;4233;33564;-254528;-445.81;0.26039001;298;1000;-364300
33562;1696;33565;-73717;-179.72;0.1035;298;1000;-118100
33563;4159;33566;-218432;-419.22;0.24436;298;1000;-321700
33564;1229;33567;-81923;-167.84;9.6331999E-2;298;1000;-123400
33565;1252;33568;-249256;-153.3;9.1811001E-2;298;1000;-286800
33566;1181;33569;-192015;-137.22;8.1298001E-2;298;1000;-225700
33567;1213;33570;-158944;-145.8;9.4669998E-2;298;1000;-194000
33568;1151;33571;26913;-127.97;7.0223004E-2;298;1000;-5000
33569;5345;33572;-12321;-12321;-12321;-12321;-12321;-503000
33570;1641;33573;-100774;-159.19;9.2647001E-2;298;1000;-140000
33571;1293;33574;-185398;-142.41;0.08839;298;1000;-220000
33572;1384;33575;-65333;-161.53;9.6669003E-2;298;1000;-104900
33573;3334;33576;25767;-190.10001;0.11239;298;1000;-20920
33574;4394;33577;-318130;-499.01001;0.29247001;298;1000;-440910
33575;2455;33578;-75059;-233.05;0.13208;298;1000;-132800
33576;4317;33579;-297834;-472.41;0.27643001;298;1000;-414110
33577;2034;33580;-72805;-207.32001;0.11493;298;1000;-124400
33578;655;33581;150342;-63.773998;3.3438999E-2;298;1000;134300
33579;837;33582;-41510;-141.42999;0.073982;298;1000;-77100
33580;954;33583;-4143;-178.78999;0.10199;388;718;-47800
33581;675;33584;-166927;-99.5;0.050545;298;1000;-192100
33582;663;33585;61158;-107.54;0.054058;298;1000;33900
33583;320;33586;72278;-75.039001;3.8192999E-2;298;1000;53300
33584;3979;33587;-148940;-366.03;0.21228001;298;1000;-239200
33585;3834;33588;-162643;-339.42999;0.19623999;298;1000;-246400
33586;3113;33589;-108651;-286.23999;0.16416;298;1000;-179400
33587;5390;33590;-12321;-12321;-12321;-12321;-12321;549600
33588;5389;33591;-12321;-12321;-12321;-12321;-12321;-1499754
33589;5545;33592;-12321;-12321;-12321;-12321;-12321;-12321
33590;20006;33593;-12321;-12321;-12321;-12321;-12321;1914246.9
33591;5480;33594;-12321;-12321;-12321;-12321;-12321;-12321
33592;20007;33595;-12321;-12321;-12321;-12321;-12321;369084
33593;13142;33596;-12321;-12321;-12321;-12321;-12321;-12321
33594;5433;33597;-12321;-12321;-12321;-12321;-12321;-12321
33595;5434;33598;-12321;-12321;-12321;-12321;-12321;-12321
33596;5435;33599;-12321;-12321;-12321;-12321;-12321;-12321
33597;5583;33600;-12321;-12321;-12321;-12321;-12321;-12321
33598;5585;33601;-12321;-12321;-12321;-12321;-12321;-12321
33599;5584;33602;-12321;-12321;-12321;-12321;-12321;-12321
33600;5583;33603;-12321;-12321;-12321;-12321;-12321;-12321
33601;5585;33604;-12321;-12321;-12321;-12321;-12321;-12321
33602;5584;33605;-12321;-12321;-12321;-12321;-12321;-12321
33603;5327;33606;-12321;-12321;-12321;-12321;-12321;134700
33604;5326;33607;-12321;-12321;-12321;-12321;-12321;-101671.2
33605;5329;33608;-12321;-12321;-12321;-12321;-12321;-564060
33606;12679;33609;-12321;-12321;-12321;-12321;-12321;-12321
33607;8431;33610;-12321;-12321;-12321;-12321;-12321;-12321
33608;15607;33611;-12321;-12321;-12321;-12321;-12321;-12321
33609;15609;33612;-12321;-12321;-12321;-12321;-12321;-12321
33610;12300;33613;-12321;-12321;-12321;-12321;-12321;-12321
33611;11085;33614;-12321;-12321;-12321;-12321;-12321;-12321
33612;5732;33615;-12321;-12321;-12321;-12321;-12321;-12321
33613;12733;33616;-12321;-12321;-12321;-12321;-12321;-12321
33614;5425;33617;-199175;-71.484001;0.032534;298;1000;-217595.89
33615;5463;33618;-12321;-12321;-12321;-12321;-12321;-171160
33616;5422;33619;-88943;-25.399;0.012304;298;1000;-95421.969
33617;5424;33620;-216961;-69.571999;0.031744;298;1000;-234882.06
33618;5428;33621;-420199;-89.885002;4.4496998E-2;298;1000;-443042.72
33619;2756;33622;33307;-160.09;9.0282001E-2;298;1000;-6400
33620;5423;33623;-188188;-49.823002;0.020791;298;1000;-201194.55
33621;5426;33624;-392226;-70.347;3.4600999E-2;298;1000;-410124.16
33622;5427;33625;-151894;-128.2;6.6590004E-2;298;1000;-184197.42
33623;5430;33626;74320;-95.998001;4.7010999E-2;298;1000;49877.164
33624;5432;33627;-238410;-12.256;2.7660001E-3;298.14999;1000;-241818.28
33625;6912;33628;-12321;-12321;-12321;-12321;-12321;-12321
33626;12610;33629;-12321;-12321;-12321;-12321;-12321;-12321
33627;7314;33630;-12321;-12321;-12321;-12321;-12321;-12321
33628;11557;33631;-12321;-12321;-12321;-12321;-12321;-12321
33629;11558;33632;-12321;-12321;-12321;-12321;-12321;-12321
33630;5696;33633;-12321;-12321;-12321;-12321;-12321;-12321
33631;9440;33634;-12321;-12321;-12321;-12321;-12321;-12321
33632;5706;33635;-12321;-12321;-12321;-12321;-12321;-12321
33633;10696;33636;-12321;-12321;-12321;-12321;-12321;-12321
33634;9716;33637;-12321;-12321;-12321;-12321;-12321;-12321
33635;15988;33638;-12321;-12321;-12321;-12321;-12321;-12321
33636;5431;33639;-144670;-170.28;8.4057003E-2;298;1000;-187966.88
33637;10328;33640;-12321;-12321;-12321;-12321;-12321;-12321
33638;5670;33641;-12321;-12321;-12321;-12321;-12321;-12321
33639;6482;33642;-12321;-12321;-12321;-12321;-12321;-12321
33640;5429;33643;-299190;-105.43;5.2333001E-2;298;1000;-325971.91
33641;5703;33644;-12321;-12321;-12321;-12321;-12321;-12321
33642;125;33645;-959793;16.893999;0.001946;333;1000;-922990
33643;646;33646;-366428;-121.09;6.3573003E-2;298;1000;-396880
33644;19981;33647;-12321;-12321;-12321;-12321;-12321;-12321
33645;19980;33648;-12321;-12321;-12321;-12321;-12321;-12321
33646;5019;33649;-12321;-12321;-12321;-12321;-12321;-12321
33647;71;33650;-2142158;0.41850999;0.022874;298;1000;-2140000
33648;5372;33651;-12321;-12321;-12321;-12321;-12321;-2707000
33649;5367;33652;-12321;-12321;-12321;-12321;-12321;-1934600
33650;2809;33653;-194896;-217.03;0.11366;298;1000;-249500
33651;2784;33654;-39451;-181.48;0.097971;298;1000;-84850
33652;3385;33655;-550090;-236.86;0.12836;298;1000;-609300
33653;3993;33656;-580940;-274.84;0.14943001;298;1000;-649600
33654;3123;33657;-497541;-214.47;0.10671;298;1000;-552000
33655;3846;33658;-563365;-255.85001;0.13889;298;1000;-627300
33656;4506;33659;-280556;-525.53003;0.31143001;388;718;-408000
33657;3761;33660;-170788;-326.69;0.19169;388;718;-250370
33658;3300;33661;-150980;-303.12;0.17704999;388;718;-224900
33659;3872;33662;-184128;-351.44;0.20812;388;718;-269620
33660;4501;33663;-294396;-495.10001;0.29414999;388;718;-414630
33661;4081;33664;-212583;-318.48001;0.17256001;298;1000;-292200
33662;626;33665;-543112;-111.21;5.7027001E-2;298;1000;-571200
33663;1478;33666;-473120;-151.12;8.0716997E-2;298;1000;-511000
33664;4443;33667;-56558;-273.25;0.16906001;298;1000;-123000
33665;5700;33668;-12321;-12321;-12321;-12321;-12321;-12321
33666;5494;33669;-12321;-12321;-12321;-12321;-12321;-12321
33667;5493;33670;-12321;-12321;-12321;-12321;-12321;-12321
33668;5075;33671;-12321;-12321;-12321;0;5000;-12321
33669;5074;33672;-12321;-12321;-12321;-12321;-12321;-12321
33670;5076;33673;-12321;-12321;-12321;-12321;-12321;-12321
33671;5012;33674;-12321;-12321;-12321;-12321;-12321;-12321
33672;5373;33675;-12321;-12321;-12321;-12321;-12321;-12321
33673;647;33676;-334353;-121.87;0.063988;298;1000;-365000
33674;19983;33677;-12321;-12321;-12321;-12321;-12321;-12321
33675;19982;33678;-12321;-12321;-12321;-12321;-12321;-12321
33676;5538;33679;-12321;-12321;-12321;-12321;-12321;-12321
33677;2264;33680;-289599;-166.36;7.0877001E-2;298;1000;-332900
33678;2272;33681;-449648;-249.75;0.15267;388;718;-509800
33679;2289;33682;-106926;-198.38;0.10656;298;1000;-156600
33680;3751;33683;-350343;-259.98999;0.13902999;298;1000;-415500
33681;5354;33684;-12321;-12321;-12321;-12321;-12321;-1016000
33682;4187;33685;-414021;-336.04999;0.18129;298;1000;-498100
33683;2990;33686;-318575;-221.66;0.11769;298;1000;-374200
33684;1426;33687;-256317;-145.92;7.5635001E-2;298;1000;-293100
33685;1477;33688;-417816;-209.84;0.12932999;388;718;-468300
33686;1538;33689;-75939;-159.66;8.4838003E-2;298;1000;-116000
33687;2265;33690;-316456;-176.78999;9.5683001E-2;298;1000;-360660
33688;2271;33691;-298095;-171.97;9.4116002E-2;298;1000;-341000
33689;2266;33692;-318565;-183.87;9.6137002E-2;298;1000;-364840
33690;1294;33693;-515466;-120.69;6.3559003E-2;298;1000;-545800
33691;5562;33694;-12321;-12321;-12321;-12321;-12321;-12321
33692;2672;33695;-499724;-74.388;5.5160999E-2;298;1000;-517000
33693;5542;33696;-12321;-12321;-12321;-12321;-12321;-12321
33694;3309;33697;105936;-92.583;5.7004001E-2;298;1000;83400
33695;3310;33698;226985;-73.943001;5.2430999E-2;298;1000;209600
33696;5335;33699;-12321;-12321;-12321;-12321;-12321;252500
33697;3907;33700;59212;-161.46001;9.2552997E-2;298;1000;19300
33698;5014;33701;24603.727;28.481634;-0.020953;298.14999;3000;35600
33699;5013;33702;-12321;-12321;-12321;-12321;-12321;-12321
33700;5246;33703;-12321;-12321;-12321;-12321;-12321;-12321
33701;6;33704;-419874;5.3364;0.001335;333;1000;-386600
33702;14;33705;-40378;-23.532;0.01275;333;1000;-14800
33703;5255;33706;-12321;-12321;-12321;-12321;-12321;-12321
33704;3344;33707;-640774;-188;0.099298;298;1000;-688000
33705;4134;33708;-684694;-265.67001;0.1463;298;1000;-750900
33706;4300;33709;-980321;-320.14001;0.17739999;298;1000;-1060000
33707;2277;33710;-12321;-12321;-12321;-12321;-12321;-838000
33708;2282;33711;-106638;-248.84;0.14669;388;718;-167320
33709;2275;33712;-12321;-12321;-12321;-12321;-12321;-634700
33710;173;33713;-196489;-18.700001;0.011969;298;1000;-201000
33711;174;33714;-431290;-19.118999;0.011139;298;1000;-436000
33712;151;33715;-280514;-2.5107;4.8710001E-3;298;1000;-280830
33713;10;33716;-491659;1.9226;0.003214;298;1000;-490800
33714;5248;33717;-12321;-12321;-12321;-12321;-12321;-12321
33715;94;33718;-281316;-14.952;9.8289996E-3;298;1000;-284900
33716;16;33719;-88643;-26.784;0.013816;298;1000;-95400
33717;5256;33720;-309449.75;-18.808685;-2.1860001E-3;298.14999;3000;-320490
33718;5491;33721;-12321;-12321;-12321;-12321;-12321;-12321
33719;4286;33722;-26742;-212.58;0.12062;298;1000;-79400
33720;5323;33723;-12321;-12321;-12321;-12321;-12321;119000
33721;3370;33724;-115535;-286.37;0.17907;298;1000;-185000
33722;3817;33725;-12321;-12321;-12321;-12321;-12321;-12321
33723;2647;33726;224983;-119.22;7.4948996E-2;298;1000;196100
33724;4494;33727;-477846;-411.17001;0.22202;298;1000;-580700
33725;4510;33728;-296611;-424.89001;0.23210999;298;1000;-402660
33726;4622;33729;-360272;-500.85001;0.27426001;298;1000;-485220
33727;4953;33730;-614914;-804.66998;0.44286001;298;1000;-815460
33728;646;33731;-366428;-121.09;6.3573003E-2;298;1000;-396880
33729;951;33732;-12321;-12321;-12321;-12321;-12321;-639100
33730;636;33733;-27540;-189.17;0.10563;388;718;-74100
33731;613;33734;-224860;-103.39;5.4956999E-2;298;1000;-250800
33732;933;33735;-233637;-95.598999;0.047697;298;1000;-257900
33733;1972;33736;-720532;-82.010002;5.6054998E-2;298;1000;-740000
33734;1675;33737;-749570;-126.37;0.070271;298;1000;-781000
33735;5518;33738;-12321;-12321;-12321;-12321;-12321;-12321
33736;1189;33739;-714661;-101.06;5.6154002E-2;298;1000;-739800
33737;5490;33740;-12321;-12321;-12321;-12321;-12321;-12321
33738;3333;33741;-644287;-173.78999;0.08777;298;1000;-688300
33739;1997;33742;-818636;-129.92;7.1685001E-2;298;1000;-851000
33740;628;33743;-707978;-185.14;8.4478997E-2;388;718;-754900
33741;633;33744;-43843;-158.94;8.9031003E-2;388;718;-83200
33742;627;33745;-12321;-12321;-12321;-12321;-12321;-551600
33743;643;33746;-41033;-122.08;0.064461;298;1000;-71700
33744;2292;33747;-91945;-195.81;0.10581;298;1000;-140920
33745;4026;33748;-187436;-309.73999;0.16903;298;1000;-264760
33746;4671;33749;-378418;-537.60999;0.29548001;298;1000;-512440
33747;4205;33750;-219266;-347.72;0.19011;298;1000;-306040
33748;4875;33751;-537570;-727.5;0.40086001;298;1000;-718840
33749;4624;33752;-346588;-499.63;0.27441001;298;1000;-471160
33750;626;33753;-543112;-111.21;5.7027001E-2;298;1000;-571200
33751;3756;33754;-595298;-266.97;0.14507;298;1000;-662000
33752;2273;33755;-532054;-191.71001;0.10364;298;1000;-580000
33753;1478;33756;-473120;-151.12;8.0716997E-2;298;1000;-511000
33754;2150;33757;-734355;-167.13;9.2068002E-2;298;1000;-776000
33755;2274;33758;-558530;-189.46001;0.10144;298;1000;-606000
33756;5350;33759;-12321;-12321;-12321;-12321;-12321;-585000
33757;650;33760;30590;-146.10001;0.079967;298;1000;-5860
33758;4647;33761;-362503;-518.62;0.28494999;298;1000;-491800
33759;4856;33762;-521655;-708.51001;0.39032;298;1000;-698200
33760;4777;33763;-457994;-632.54999;0.34817001;298;1000;-615640
33761;4543;33764;-298842;-442.67001;0.2428;298;1000;-409240
33762;3308;33765;-139691;-252.78;0.13742;298;1000;-202840
33763;4757;33766;-442079;-613.57001;0.33763;298;1000;-595000
33764;4512;33767;-282927;-423.67999;0.23226;298;1000;-388600
33765;4955;33768;-601230;-803.46002;0.44301;298;1000;-801400
33766;3011;33769;-123776;-233.78999;0.12688001;298;1000;-182200
33767;1918;33770;-81296;-177.03;9.5824003E-2;298;1000;-125560
33768;4816;33771;-489824;-670.53003;0.36925;298;1000;-656920
33769;4597;33772;-330673;-480.64001;0.26387;298;1000;-450520
33770;3878;33773;-171521;-290.75;0.1585;298;1000;-244120
33771;4797;33774;-473909;-651.53998;0.35870999;298;1000;-636280
33772;4573;33775;-314757;-461.64999;0.25332999;298;1000;-429880
33773;3771;33776;-155606;-271.76999;0.14796001;298;1000;-223480
33774;4737;33777;-426164;-594.58002;0.32710001;298;1000;-574360
33775;4436;33778;-267012;-404.69;0.22172;298;1000;-367960
33776;4934;33779;-585315;-784.46997;0.43246999;298;1000;-780760
33777;2628;33780;-107860;-214.8;0.11635;298;1000;-161560
33778;1917;33781;-76030;-176.82001;9.5271997E-2;298;1000;-120280
33779;4718;33782;-410248;-575.59003;0.31656;298;1000;-553720
33780;4364;33783;-251097;-385.70001;0.21118;298;1000;-347320
33781;4915;33784;-569400;-765.47998;0.42192999;298;1000;-760120
33782;4837;33785;-505739;-689.52002;0.37977999;298;1000;-677560
33783;4693;33786;-394333;-556.59998;0.30601999;298;1000;-533080
33784;4275;33787;-235182;-366.70999;0.20065001;298;1000;-326680
33785;4895;33788;-553485;-746.48999;0.41139999;298;1000;-739480
33786;4125;33789;-203351;-328.73001;0.17957;298;1000;-285400
33787;17;33790;-443341;-34.983002;0.016546;298;1000;-452300
33788;5257;33791;-12321;-12321;-12321;-12321;-12321;-12321
33789;5093;33792;-12321;-12321;-12321;-12321;-12321;-12321
33790;400;33793;-928840;-65.831001;3.9011002E-2;298;1000;-945000
33791;4835;33794;-519423;-690.73999;0.37964001;298;1000;-691620
33792;4008;33795;-382295;-297.23999;0.15879001;298;1000;-456800
33793;4024;33796;-201120;-310.95999;0.16889;298;1000;-278820
33794;4795;33797;-487593;-652.76001;0.35856;298;1000;-650340
33795;4301;33798;-928627;-347.31;0.13698;298;1000;-1020000
33796;3769;33799;-169290;-272.98001;0.14781;298;1000;-237540
33797;98;33800;59074;-17.877001;9.8710004E-3;458;1000;117600
33798;5258;33801;-12321;-12321;-12321;-12321;-12321;-12321
33799;5347;33802;-12321;-12321;-12321;-12321;-12321;-347100
33800;2463;33803;-313777;-174.42999;9.2072003E-2;298;1000;-357600
33801;2290;33804;-129087;-200.55;0.10889;298;1000;-179200
33802;4697;33805;-937287;-490.42999;0.26334;298;1000;-1060100
33803;4600;33806;-863293;-413.54001;0.22037999;298;1000;-967000
33804;1549;33807;-415660;-153.84;8.4696002E-2;298;1000;-454000
33805;1428;33808;-281441;-150.8;7.8776002E-2;298;1000;-319400
33806;1752;33809;-271400;-158.69;0.082268;298;1000;-311400
33807;1539;33810;-99452;-157.56;0.085804;298;1000;-138800
33808;77;33811;-180098;-40.737999;2.2988001E-2;298;1000;-190200
33809;5547;33812;-12321;-12321;-12321;-12321;-12321;-12321
33810;5344;33813;-12321;-12321;-12321;-12321;-12321;-570100
33811;252;33814;14083;-152.09;8.2704999E-2;388;718;-23600
33812;245;33815;-165643;-72.139999;3.4327999E-2;298;1000;-184100
33813;5500;33816;-12321;-12321;-12321;-12321;-12321;-12321
33814;5378;33817;-12321;-12321;-12321;-12321;-12321;-665000
33815;1139;33818;-603638;-69.841003;4.1184999E-2;298;1000;-620800
33816;5520;33819;-12321;-12321;-12321;-12321;-12321;-12321
33817;5513;33820;-12321;-12321;-12321;-12321;-12321;-12321
33818;5489;33821;-12321;-12321;-12321;-12321;-12321;-12321
33819;2645;33822;-628760;-134.49001;6.5890998E-2;298;1000;-663000
33820;257;33823;-75459;-78.300003;4.6174001E-2;298;1000;-94700
33821;249;33824;-655857;-132.14999;8.1398003E-2;388;718;-687500
33822;251;33825;-9692;-109.57;5.6499999E-2;388;718;-37200
33823;248;33826;-451040;-135.96899;8.0898002E-2;298;700;-484300
33824;246;33827;-182725;-107.56;5.9900999E-2;388;718;-209160
