ID;PROP_ID;COMP_ID;SolubilityInWaterTemperature;SolubilityInwaterInMass;SolubilityInWaterInMol;SolubilityInWaterStatus;SolubilityInWaterCoefficients;SolubilityInWaterTmin;SolubilityInWaterTmax;SolubilityInWaterA;SolubilityInWaterB;SolubilityInWaterC;SolubilityInWater@298;SolubilityStatus
38941;16397;38944;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38942;16396;38945;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38943;9011;38946;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38944;7130;38947;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38945;8005;38948;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38946;12655;38949;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38947;13656;38950;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38948;15658;38951;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38949;9065;38952;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38950;19078;38953;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38951;7129;38954;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38952;13657;38955;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38953;9281;38956;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38954;9210;38957;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38955;7335;38958;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38956;15681;38959;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38957;14890;38960;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38958;13330;38961;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38959;14598;38962;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38960;11071;38963;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38961;16745;38964;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38962;8890;38965;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38963;13035;38966;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38964;13143;38967;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38965;10745;38968;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38966;13979;38969;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38967;10918;38970;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38968;19002;38971;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38969;16395;38972;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38970;9601;38973;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38971;9814;38974;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38972;16416;38975;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38973;6040;38976;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38974;15597;38977;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38975;16197;38978;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38976;9070;38979;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38977;13271;38980;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38978;9066;38981;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38979;7936;38982;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38980;6115;38983;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38981;15410;38984;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38982;12009;38985;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38983;8432;38986;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38984;7506;38987;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38985;9608;38988;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38986;15439;38989;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38987;6048;38990;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38988;6357;38991;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38989;11584;38992;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38990;9067;38993;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38991;9290;38994;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38992;18945;38995;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38993;7814;38996;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38994;9279;38997;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38995;13242;38998;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38996;15719;38999;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38997;15718;39000;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38998;14945;39001;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
38999;15490;39002;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39000;16529;39003;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39001;13007;39004;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39002;15722;39005;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39003;13344;39006;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39004;10278;39007;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39005;12885;39008;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39006;10273;39009;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39007;16019;39010;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39008;16018;39011;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39009;13876;39012;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39010;13877;39013;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39011;13932;39014;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39012;9417;39015;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39013;9341;39016;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39014;6006;39017;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39015;14343;39018;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39016;14541;39019;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39017;9204;39020;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39018;15976;39021;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39019;8319;39022;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39020;13682;39023;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39021;7857;39024;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39022;10791;39025;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39023;10140;39026;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39024;11389;39027;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39025;10721;39028;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39026;6317;39029;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39027;5885;39030;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39028;8101;39031;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39029;13195;39032;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39030;8320;39033;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39031;19178;39034;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39032;11534;39035;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39033;10573;39036;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39034;8783;39037;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39035;6692;39038;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39036;6193;39039;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39037;10516;39040;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39038;6191;39041;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39039;18996;39042;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39040;10659;39043;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39041;9551;39044;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39042;6007;39045;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39043;19718;39046;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39044;19731;39047;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39045;19345;39048;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39046;7153;39049;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39047;7226;39050;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39048;10678;39051;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39049;5947;39052;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39050;9888;39053;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39051;8784;39054;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39052;15341;39055;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39053;8780;39056;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39054;10922;39057;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39055;5878;39058;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39056;13667;39059;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39057;6300;39060;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39058;6269;39061;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39059;8097;39062;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39060;6489;39063;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39061;7505;39064;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39062;6047;39065;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39063;5788;39066;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39064;19436;39067;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39065;10872;39068;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39066;12176;39069;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39067;7569;39070;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39068;19734;39071;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39069;18460;39072;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39070;12151;39073;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39071;6092;39074;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39072;10219;39075;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39073;19719;39076;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39074;9820;39077;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39075;9266;39078;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39076;6398;39079;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39077;7154;39080;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39078;7553;39081;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39079;18468;39082;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39080;9761;39083;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39081;15977;39084;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39082;7660;39085;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39083;7332;39086;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39084;9250;39087;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39085;8782;39088;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39086;6834;39089;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39087;8781;39090;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39088;16325;39091;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39089;16326;39092;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39090;17130;39093;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39091;5904;39094;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39092;15417;39095;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39093;9901;39096;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39094;8029;39097;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39095;8517;39098;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39096;13785;39099;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39097;13016;39100;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39098;13208;39101;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39099;7640;39102;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39100;8325;39103;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39101;9305;39104;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39102;8418;39105;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39103;13680;39106;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39104;9739;39107;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39105;8552;39108;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39106;10627;39109;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39107;9893;39110;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39108;5715;39111;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39109;16319;39112;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39110;7143;39113;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39111;6946;39114;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39112;9897;39115;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39113;11764;39116;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39114;7328;39117;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39115;12473;39118;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39116;14842;39119;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39117;14755;39120;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39118;12119;39121;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39119;7629;39122;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39120;7938;39123;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39121;11992;39124;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39122;9507;39125;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39123;606;39126;25;61.400002;19.031368;Experimental;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39124;609;39127;25;74600;19216.094;Experimental;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39125;1285;39128;25;6800;1060.6904;Experimental;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39126;1672;39129;20;1600;225.19659;Experimental;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39127;3034;39130;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39128;579;39131;25;740;144.10007;Experimental;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39129;1437;39132;25;2845.5803;502.88995;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39130;941;39133;27;7558;1341.4858;Experimental;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39131;829;39134;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39132;629;39135;25;600;119.90536;Experimental;-12321;-12321;-12321;-12321;-12321;-12321;600;Undefined
39133;1995;39136;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39134;3848;39137;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39135;1770;39138;20;1500;207.83548;Estimated;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39136;4562;39139;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39137;2477;39140;-12321;-12321;-12321;Estimated;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39138;2145;39141;-12321;-12321;-12321;Estimated;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39139;637;39142;20;-12321;-12321;Experimental;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39140;2673;39143;25;13.82;1.854926;Experimental;-12321;298.14999;393.14999;9.533;-5001.8691;745278.5;13.82;Experimental
39141;2786;39144;25;0.17778599;2.2833001E-2;Estimated;-12321;298.14999;393.14999;21.087;-13014.701;1939190.5;0.17778599;Estimated
39142;556;39145;25;83720;22318.033;Experimental;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39143;560;39146;100;-12321;-12321;Experimental;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39144;502;39147;25;31950;8530.3604;Experimental;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39145;19966;39148;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39146;2809;39149;25;5.2000001E-2;6.5839998E-3;Experimental;-12321;298.14999;393.14999;17.396;-11133.01;1658818.5;5.2000001E-2;Experimental
39147;2796;39150;20;150;15.688457;Experimental;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39148;2998;39151;25;0.69284499;7.1589001E-2;Estimated;-12321;-12321;-12321;-12321;-12321;-12321;0.69284499;Undefined
39149;3006;39152;25;147.06007;16.844492;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39150;4137;39153;-12321;-12321;-12321;Estimated;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39151;4158;39154;-12321;-12321;-12321;Estimated;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39152;4567;39155;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39153;3394;39156;25;0.0037;3.9100001E-4;Experimental;-12321;298.14999;393.14999;23.754999;-15607.165;2325467.5;0.0037;Experimental
39154;3383;39157;20;55;4.946425;Experimental;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39155;3757;39158;25;0.13292301;0.011831;Estimated;-12321;-12321;-12321;-12321;-12321;-12321;0.13292301;Undefined
39156;4291;39159;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39157;19938;39160;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39158;4968;39161;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39159;19958;39162;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39160;19948;39163;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39161;4791;39164;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39162;4486;39165;25;0.0019;0.000121;Experimental;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39163;5460;39166;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39164;4538;39167;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39165;19937;39168;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39166;19936;39169;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39167;19957;39170;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39168;19947;39171;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39169;19928;39172;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39170;19924;39173;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39171;5598;39174;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39172;4976;39175;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39173;4688;39176;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39174;4253;39177;-12321;-12321;-12321;Estimated;-12321;298.14999;393.14999;10.581;-8007.2749;1193084;-12321;Estimated
39175;5459;39178;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39176;19943;39179;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39177;4973;39180;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39178;1803;39181;25;2.24;0.402715;Experimental;-12321;298.14999;393.14999;12.811;-7426.3892;1106532;2.24;Experimental
39179;1760;39182;20;2440;338.35345;Experimental;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39180;19963;39183;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39181;19953;39184;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39182;19932;39185;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39183;19926;39186;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39184;5603;39187;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39185;1894;39188;25;18.959345;2.582279;Estimated;-12321;-12321;-12321;-12321;-12321;-12321;18.959345;Undefined
39186;3813;39189;25;0.472727;4.8305001E-2;Estimated;-12321;298.14999;393.14999;10.022;-6165.9028;918719.56;0.472727;Estimated
39187;5476;39190;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39188;19935;39191;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39189;4665;39192;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39190;4179;39193;25;8.9999998E-4;7.2000003E-5;Experimental;-12321;298.14999;393.14999;16.462;-11626.514;1732350.6;8.9999998E-4;Experimental
39191;4168;39194;20;7.1999998;0.50582802;Experimental;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39192;19942;39195;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39193;4972;39196;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39194;1403;39197;25;13.31;2.782433;Experimental;-12321;298.14999;393.14999;10.992;-5969.4839;889453.13;9.4700003;Experimental
39195;1275;39198;20;9680;1513.6285;Experimental;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39196;19962;39199;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39197;19952;39200;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39198;19931;39201;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
39199;5602;39202;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39200;2136;39203;25;510.5;63.799477;Experimental;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
39201;1509;39204;25;12000;2157.6147;Experimental;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
