ID;PROP_ID;COMP_ID;EnthalpyOfVapourizationA;EnthalpyOfVapourizationB;EnthalpyOfVapourizationN;EnthalpyOfVapourizationTmin;EnthalpyOfVapourizationTmax
21067;14434;21070;75134.102;637;0.42018399;200;637
21068;15265;21071;76837.32;650;0.42558801;200;650
21069;11492;21072;38547.949;482;0.41167799;200;482
21070;19398;21073;55193.16;591;0.39593199;200;591
21071;11585;21074;155218.7;1130;0.40489;419.60001;1130
21072;14130;21075;95909.922;728;0.42444801;200;728
21073;11881;21076;56734.051;657;0.37918299;239.8;657
21074;13474;21077;124312.95;768;0.469024;413.5;768
21075;19399;21078;63046.195;615;0.41692099;200;615
21076;13771;21079;62274.586;704;0.385158;200;704
21077;19413;21080;57407.875;579;0.39584899;200;579
21078;8518;21081;73015.539;580;0.41126999;200;580
21079;19397;21082;55193.16;591;0.39593199;200;591
21080;11586;21083;153408.56;1130;0.39739901;497.20001;1130
21081;10134;21084;78470.32;809;0.41435;399.79999;809
21082;6487;21085;140908.42;847;0.426249;391.26999;847
21083;13770;21086;58979.496;644;0.38906801;208.82001;644
21084;11924;21087;54700.746;607;0.362827;195.74001;607
21085;19412;21088;57407.875;579;0.39584899;200;579
21086;19400;21089;63046.195;615;0.41692099;200;615
21087;14659;21090;79596.93;647;0.39450699;200;647
21088;13397;21091;45560.715;521;0.377873;200;521
21089;16030;21092;-12321;-12321;-12321;-12321;-12321
21090;16033;21093;-12321;-12321;-12321;-12321;-12321
21091;9040;21094;65576.719;602;0.391761;200;602
21092;9949;21095;88867.242;654;0.43329701;200;654
21093;7061;21096;54471.758;584;0.38954699;200;584
21094;13151;21097;49580.293;556.29999;0.38014299;200;556.29999
21095;13152;21098;63196.648;673;0.36723;200;673
21096;12283;21099;-12321;-12321;-12321;-12321;-12321
21097;12299;21100;84612;695;0.41677099;200;695
21098;10610;21101;47406.57;534.90002;0.38242701;200;534.90002
21099;16563;21102;68105.328;621;0.414159;200;621
21100;14232;21103;96297.648;714;0.43642801;200;714
21101;8598;21104;80865.813;573;0.50847501;401.82962;573
21102;9363;21105;52449.461;695;0.43723699;200;695
21103;16855;21106;74549.102;754;0.374098;200;754
21104;14305;21107;43132.148;573;0.35379401;200;573
21105;10557;21108;60989.836;660.40002;0.40996599;298.14438;660.40002
21106;6955;21109;70108.914;633;0.39552599;200;633
21107;10974;21110;45145.992;539.59998;0.374661;200;539.59998
21108;13435;21111;50535.898;555.59998;0.38649601;200;555.59998
21109;10985;21112;92895.641;674;0.437451;200;674
21110;10563;21113;81710.563;600;0.46949801;200;600
21111;11666;21114;120289.3;741;0.426792;393.70001;741
21112;14023;21115;72747.578;622;0.38917801;200;622
21113;14720;21116;72719.563;636;0.377478;200;636
21114;9109;21117;59786.559;637;0.42935699;200;637
21115;8777;21118;51654.168;541;0.39147699;200;541
21116;12559;21119;45485.32;596;0.40931201;200;596
21117;8529;21120;62909.684;561;0.398471;200;561
21118;13293;21121;76925.078;644;0.403258;200;644
21119;10250;21122;41003.691;490;0.37184799;200;490
21120;16853;21123;66803.664;552;0.40944001;200;552
21121;13733;21124;59545.789;571;0.386971;200;571
21122;16854;21125;74736.828;748;0.38191599;200;748
21123;10611;21126;53031.773;561.20001;0.39410999;200;561.20001
21124;10505;21127;58854.523;623.5;0.38930601;200;623.5
21125;13563;21128;71096.414;654;0.37790999;200;654
21126;8809;21129;74585.617;625.5;0.404378;200;625.5
21127;8778;21130;54654.523;603.29999;0.40709999;200;603.29999
21128;8776;21131;96839.938;675;0.43663901;200;675
21129;14550;21132;80507.414;626.5;0.471407;200;626.5
21130;16032;21133;-12321;-12321;-12321;-12321;-12321
21131;14719;21134;73329.008;593;0.39882299;200;593
21132;5519;21135;-12321;-12321;-12321;-12321;-12321
21133;11120;21136;84562.281;673;0.40175301;308.10001;673
21134;13390;21137;-12321;-12321;-12321;-12321;-12321
21135;12543;21138;93819.563;814;0.399012;337.60001;814
21136;14969;21139;76809.188;650;0.42513499;200;650
21137;12560;21140;70361.406;601;0.41440701;200;601
21138;15331;21141;61395.895;590;0.389247;200;590
21139;11546;21142;39556.57;492;0.42204601;200;492
21140;17817;21143;81287.969;684;0.43770501;200;684
21141;10132;21144;68675.938;689;0.38431701;200;689
21142;9790;21145;59140.902;724;0.40724799;200;724
21143;6617;21146;37530.441;472;0.36395499;200;472
21144;13838;21147;74848.672;618;0.381594;200;618
21145;19060;21148;39374.152;511;0.36326301;200;511
21146;17308;21149;85078.094;647;0.427358;200;647
21147;7267;21150;61672.516;708;0.350494;260.20001;708
21148;12949;21151;105526.87;822;0.432733;200;822
21149;9356;21152;44462.473;539.90002;0.365042;200;539.90002
21150;18174;21153;54054.516;552;0.38300899;200;552
21151;18172;21154;54169.344;564;0.411587;200;564
21152;10601;21155;124171.17;800;0.49119899;269.20001;800
21153;13019;21156;64220.273;594;0.38254899;200;594
21154;18189;21157;134616.53;805;0.581671;200;805
21155;18170;21158;40917.727;487;0.37219101;200;487
21156;18187;21159;73353.813;733;0.38332099;200;733
21157;18176;21160;64572.59;674;0.39553601;200;674
21158;18292;21161;71315.922;747;0.40847501;200;747
21159;7751;21162;54569.703;592;0.39783999;200;592
21160;11859;21163;49384.742;567;0.439603;200;567
21161;7910;21164;97444.555;838;0.40593901;200;838
21162;18235;21165;64860.34;614;0.454907;200;614
21163;18264;21166;91423.781;791;0.39715701;200;791
21164;18232;21167;74756.016;715;0.394371;200;715
21165;9891;21168;62485.785;524;0.416581;200;524
21166;12033;21169;64895.852;623.70001;0.40596899;200;623.70001
21167;17389;21170;99175.57;771;0.40059599;200;771
21168;12210;21171;49076.879;565;0.41617599;200;565
21169;18304;21172;55874.191;607;0.394802;200;607
21170;18290;21173;78321.82;770;0.38958901;200;770
21171;18603;21174;75167.266;730;0.391278;200;730
21172;19218;21175;44528.078;510;0.381726;200;510
21173;19371;21176;48925.402;534;0.387669;200;534
21174;18606;21177;75841.242;730;0.391534;200;730
21175;19405;21178;56788.707;585;0.41081399;200;585
21176;11823;21179;76105.492;617;0.39802399;200;617
21177;10715;21180;59446.664;600.29999;0.398624;200;600.29999
21178;17388;21181;97846.305;700;0.44636399;200;700
21179;6176;21182;98431.297;703;0.44415399;200;703
21180;18228;21183;68252.883;637;0.37850201;200;637
21181;6304;21184;148300.55;1036;0.409859;370.26999;1036
21182;10650;21185;83402.68;683;0.42101499;333.62;683
21183;11913;21186;64147.902;619.70001;0.40459701;200;619.70001
21184;9244;21187;102668.48;720;0.419478;200;720
21185;8755;21188;75707.969;645;0.400262;200;645
21186;8091;21189;67789.531;626;0.39315099;200;626
21187;19409;21190;48925.402;534;0.387669;200;534
21188;12019;21191;58730.203;596.29999;0.397062;200;596.29999
21189;7837;21192;64206.582;605;0.404695;200;605
21190;10935;21193;59526.406;631.70001;0.39528799;200;631.70001
21191;11914;21194;63880.973;618.79999;0.40609199;200;618.79999
21192;17391;21195;80536.945;757;0.37480199;200;757
21193;18261;21196;85752.18;763;0.39665899;200;763
21194;17390;21197;88096.195;714;0.41531399;200;714
21195;18258;21198;82082.125;735;0.433184;200;735
21196;11100;21199;58512.926;595.5;0.39774001;200;595.5
21197;10893;21200;92866.414;751;0.36303499;257.20001;751
21198;10969;21201;64514.012;618.70001;0.41428399;161.60001;618.70001
21199;10894;21202;92211.477;751;0.36364499;247.7;751
21200;10891;21203;71715.43;656;0.37977001;200;656
21201;10895;21204;93073.914;751;0.36503199;254.2;751
21202;10896;21205;93428.93;751;0.367791;240;751
21203;8814;21206;108242.41;751;0.47924399;242.7;751
21204;9376;21207;141052.09;789;0.56558001;265.20001;789
21205;12526;21208;116907.91;796;0.55345899;303.98999;796
21206;11947;21209;68559.766;656;0.350804;200;656
21207;8148;21210;58219.133;702;0.37336999;200;702
21208;8138;21211;55376.43;670;0.372143;200;670
21209;8124;21212;58477.387;602;0.358179;259.70001;602
21210;19058;21213;59353.512;697;0.378943;200;697
21211;9839;21214;70289.109;651;0.41618899;200;651
21212;9740;21215;70054.078;651;0.41189;200;651
21213;9805;21216;57458.531;611;0.38733101;200;611
21214;10518;21217;87120.633;860;0.42934799;200;860
21215;8582;21218;52670.535;645;0.37382299;203.2;645
21216;12996;21219;59698.898;604.70001;0.40291199;200;604.70001
21217;6070;21220;58940.527;672;0.23386499;299.85001;672
21218;9597;21221;54431.027;643;0.37909499;200;643
21219;8265;21222;54297.461;654;0.37246001;200;654
21220;10539;21223;53357.754;540;0.39488;200;540
21221;9629;21224;42303.492;585;0.39558601;200;585
21222;17179;21225;68330.586;672;0.400621;200;672
21223;11009;21226;107552.11;956;0.39727801;334.29999;956
21224;10369;21227;82534.875;707;0.380391;200;707
21225;7901;21228;77108.305;687;0.449375;200;687
21226;15127;21229;73207.906;653;0.39779899;200;653
21227;6069;21230;66140.398;642;0.43996099;200;642
21228;9810;21231;31940.367;354.48999;0.39557201;116;354.48999
21229;17412;21232;65758.438;662;0.39646599;200;662
21230;11487;21233;54067.297;603;0.431766;200;603
21231;9074;21234;55489.113;625;0.381376;200;625
21232;9870;21235;52294.684;551;0.39381701;200;551
21233;13727;21236;58391.203;642;0.399086;200;642
21234;6660;21237;59301.445;613;0.43393701;210.64999;613
21235;7513;21238;76425.867;700;0.40639499;299.44;700
21236;18620;21239;62745.523;660;0.37725401;289.94;660
21237;7081;21240;66473.227;657;0.475508;220.56;657
21238;8107;21241;47821.141;529;0.390329;200;529
21239;7804;21242;80759.906;770;0.389294;310.60001;770
21240;8958;21243;70662.484;700;0.38313201;200;700
21241;6681;21244;47550.203;486.4971;0.36351901;234.17999;486.4971
21242;18478;21245;140092.41;729;0.43500099;200;729
21243;7914;21246;147931.16;954;0.432794;200;954
21244;7808;21247;152234.92;896;0.446024;371.75;896
21245;15942;21248;-12321;-12321;-12321;-12321;-12321
21246;9246;21249;184658.13;892;0.46013901;200;892
21247;8919;21250;73422.945;805;0.37585101;239.5;805
21248;9615;21251;-12321;-12321;-12321;-12321;-12321
21249;10635;21252;-12321;-12321;-12321;-12321;-12321
21250;9727;21253;90512.773;820;0.449958;200;820
21251;8763;21254;-12321;-12321;-12321;-12321;-12321
21252;13498;21255;78381.375;794;0.37062699;288.51999;794
21253;12477;21256;78349.508;790;0.375424;200;790
21254;10911;21257;109606.57;904;0.373559;200;904
21255;7846;21258;49353.332;574;0.34990099;200;574
21256;12246;21259;78502.727;808;0.44484901;200;808
21257;5895;21260;104731.81;787;0.41385299;277;787
21258;10789;21261;84386.766;869;0.38262099;200;869
21259;8694;21262;60374.164;690;0.36980599;237.82001;690
21260;7357;21263;193592.53;901;0.465978;432;901
21261;19331;21264;95763.602;857;0.40853599;200;857
21262;12894;21265;149460.06;883;0.52415103;200;883
21263;13047;21266;100736.34;900;0.40171999;200;900
21264;13182;21267;91268.586;879;0.39453101;200;879
21265;19328;21268;94550.219;857;0.40687501;200;857
21266;12893;21269;138218.69;884;0.429562;200;884
21267;13848;21270;146733.95;884;0.54826301;200;884
21268;13722;21271;97364.102;905;0.39662701;200;905
21269;13940;21272;89843.758;885;0.39241901;200;885
21270;19315;21273;95763.602;857;0.40853599;200;857
21271;12938;21274;89169.969;878;0.381533;359.98001;878
21272;13021;21275;95763.602;857;0.40853599;200;857
21273;19325;21276;94550.219;857;0.40687501;200;857
21274;6770;21277;74187.469;744;0.41637;200;744
21275;14003;21278;98509.359;905;0.398004;200;905
21276;13374;21279;138218.69;884;0.429562;200;884
21277;12742;21280;103581.14;899;0.40529501;200;899
21278;12780;21281;95378.242;872;0.40031299;200;872
21279;19441;21282;98389.094;850;0.411654;200;850
21280;19316;21283;98389.094;850;0.411654;200;850
21281;19329;21284;96825.391;856;0.40940899;200;856
21282;19326;21285;95763.602;857;0.40853599;200;857
21283;14220;21286;141981.59;883;0.43204099;200;883
21284;13114;21287;119352.48;941;0.411459;200;941
21285;13049;21288;139138.13;884;0.42991;200;884
21286;12782;21289;100900.16;905;0.40211499;200;905
21287;19330;21290;95763.602;857;0.40853599;200;857
21288;13053;21291;94061.695;857;0.396501;338.60001;857
21289;14318;21292;95646.719;905;0.39373201;200;905
21290;19440;21293;94550.219;857;0.40687501;200;857
21291;19442;21294;95763.602;857;0.40853599;200;857
21292;19439;21295;93116.133;864;0.40479201;200;864
21293;19117;21296;86418.781;834;0.40122601;200;834
21294;11606;21297;98389.094;850;0.411654;200;850
21295;19327;21298;95763.602;857;0.40853599;200;857
21296;10846;21299;98389.094;850;0.411654;200;850
21297;12880;21300;88937.828;827;0.40497401;200;827
21298;15042;21301;98964.063;847;0.386076;200;847
21299;12787;21302;138218.69;884;0.429562;200;884
21300;13764;21303;100284.81;905;0.400857;200;905
21301;12781;21304;95636.555;878;0.401007;200;878
21302;19317;21305;96825.391;856;0.40940899;200;856
21303;19332;21306;99614.641;850;0.413176;200;850
21304;13412;21307;92315.281;858;0.383872;200;858
21305;14209;21308;91623.797;827;0.39076701;200;827
21306;19333;21309;99614.641;850;0.413176;200;850
21307;13413;21310;92315.281;858;0.383872;200;858
21308;13883;21311;91623.797;827;0.39076701;200;827
21309;14230;21312;90602.625;878;0.39252999;200;878
21310;19334;21313;98389.094;850;0.411654;200;850
21311;19415;21314;95763.602;857;0.40853599;200;857
21312;10487;21315;92315.281;858;0.383872;200;858
21313;14208;21316;91623.797;827;0.39076701;200;827
21314;19284;21317;90122.711;827;0.406955;200;827
21315;7443;21318;142395.13;854;0.46767801;200;854
21316;15292;21319;-12321;-12321;-12321;-12321;-12321
21317;13835;21320;113458.31;847;0.50126201;200;847
21318;5933;21321;126440.51;905;0.43253401;400.20001;905
21319;7990;21322;126505.95;728;0.51254302;334.10001;728
21320;10567;21323;81090.734;820;0.46570799;200;820
21321;13605;21324;-12321;-12321;-12321;-12321;-12321
21322;16097;21325;-12321;-12321;-12321;-12321;-12321
21323;18809;21326;-12321;-12321;-12321;-12321;-12321
21324;8395;21327;-12321;-12321;-12321;-12321;-12321
21325;11661;21328;-12321;-12321;-12321;-12321;-12321
21326;14832;21329;141489.23;846;0.52439302;200;846
21327;15263;21330;80402;694;0.55524898;283.04999;694
21328;15259;21331;85930.578;694;0.30976301;355.04999;694
21329;15258;21332;-12321;-12321;-12321;-12321;-12321
21330;15257;21333;-12321;-12321;-12321;-12321;-12321
21331;14733;21334;84452.094;725;0.293879;365.04999;725
21332;14556;21335;80917.711;700;0.30452299;355.13;700
21333;14734;21336;-12321;-12321;-12321;-12321;-12321
21334;14513;21337;80290.539;637;0.32562;349.09;637
21335;14735;21338;-12321;-12321;-12321;-12321;-12321
21336;14514;21339;79207.188;672;0.31431499;352.13;672
21337;14515;21340;-12321;-12321;-12321;-12321;-12321
21338;14512;21341;87177.078;596;0.33887899;344.13;596
21339;14736;21342;-12321;-12321;-12321;-12321;-12321
21340;15174;21343;80209.703;655;0.53644198;318.04999;655
21341;15261;21344;74595.727;680;0.32343;309.04999;680
21342;15260;21345;-12321;-12321;-12321;-12321;-12321
21343;15308;21346;-12321;-12321;-12321;-12321;-12321
21344;15262;21347;95155.5;742;0.54884899;301.04999;742
21345;15298;21348;76418.531;700;0.55805099;308.04999;700
21346;13168;21349;-12321;-12321;-12321;-12321;-12321
21347;7731;21350;50588.363;498.97;0.362055;200;498.97
21348;13052;21351;46327.723;479;0.369138;200;479
21349;14510;21352;76742.234;824;0.422351;200;824
21350;7719;21353;42184.082;431.95001;0.38570899;200;431.95001
21351;13832;21354;39632.66;391.70001;0.43842;200;391.70001
21352;8678;21355;-12321;-12321;-12321;-12321;-12321
21353;6754;21356;50305.988;481.54001;0.40896299;200;481.54001
21354;7718;21357;37846.18;420;0.39573601;200;420
21355;6683;21358;51891.887;476.54999;0.42938101;200;476.54999
21356;15299;21359;48733.344;457;0.43248999;200;457
21357;262;21360;37088;401.20999;0.38;190;401.20999
21358;7716;21361;58768.395;685;0.374392;323.89999;685
21359;6804;21362;62808.793;732;0.378041;200;732
21360;18009;21363;88578.734;739;0.40023801;271.70001;739
21361;16881;21364;108419.08;807;0.397515;362.72;807
21362;268;21365;31692;385.19;0.38;190;385.19
21363;13313;21366;53423.102;473.01001;0.416666;200;473.01001
21364;6757;21367;50038.809;475.54001;0.437154;200;475.54001
21365;263;21368;36116;407.32999;0.38;190;407.32999
21366;8204;21369;55896.973;486.48001;0.40961599;200;486.48001
21367;13987;21370;57806.551;516.21002;0.39570999;200;516.21002
21368;6768;21371;46718.25;471;0.39035299;200;471
21369;8191;21372;52326.203;475.73999;0.38854399;200;475.73999
21370;8059;21373;68066.18;772;0.383706;200;772
21371;269;21374;35012;403.84;0.38;190;403.84
21372;15373;21375;-12321;-12321;-12321;-12321;-12321
21373;161;21376;77967;800.13;0.38;353.42001;800.13
21374;277;21377;78246;788.98999;0.38;349.69;788.98999
21375;134;21378;46494;560.5;0.38;300.62;560.5
21376;153;21379;50490;598.59998;0.38;177.8;598.59998
21377;5456;21380;49694;552;0.42269999;313.75;551.98999
21378;178;21381;54371;624;0.412;202.94;624
21379;284;21382;54683;646.85999;0.38;208.14999;646.85999
21380;183;21383;30842;380;0.36700001;172.14999;380
21381;290;21384;34356;414.81;0.38;239.09;414.81
21382;185;21385;78718;972.03998;0.38;346.45999;972.03998
21383;296;21386;82238;992.09998;0.38;342.73001;992.09998
21384;10860;21387;69337.844;641;0.36636001;452.20001;641
21385;10163;21388;83811.969;776;0.408182;200;776
21386;6736;21389;56088.426;622;0.389063;389.10001;622
21387;17511;21390;111431.64;975;0.361283;386.10001;975
21388;13751;21391;42105.043;428.95001;0.38625899;200;428.95001
21389;9185;21392;36440.895;377.26001;0.387999;200;377.26001
21390;14974;21393;154295.56;867;0.54383701;200;867
21391;14995;21394;160340.86;878;0.54730397;200;878
21392;264;21395;35178;406.85001;0.38;179.53;406.85001
21393;9619;21396;60430.324;705;0.37435499;260.29999;705
21394;14149;21397;44930.234;462.72;0.376791;200;462.72
21395;11201;21398;47402.023;467;0.40594199;200;467
21396;8058;21399;57638.328;461;0.447157;200;461
